theta,A2,phi,a,b,z,status
30.0,-14.0,10.0,12.7,6.0,1.6,NotYet
30.0,-14.0,10.0,12.7,6.0,1.8,NotYet
30.0,-14.0,10.0,12.7,6.1,2.0,NotYet
30.0,-14.0,20.0,13.3,6.5,2.2,NotYet
30.0,-14.0,20.0,13.2,6.4,2.4,NotYet
30.0,-14.0,40.0,13.5,6.7,2.6,NotYet
30.0,-14.0,40.0,13.5,6.4,2.8,NotYet
30.0,-14.0,40.0,13.6,6.3,3.0,NotYet
30.0,-14.0,30.0,13.4,5.9,3.2,NotYet
30.0,-14.0,30.0,13.4,6.0,3.4,NotYet
30.0,-14.0,20.0,12.9,5.9,3.6,NotYet
30.0,-14.0,20.0,13.0,5.9,3.8,NotYet
30.0,-14.0,20.0,13.1,5.8,4.0,NotYet
30.0,-12.0,110.0,11.2,6.8,-1.0,NotYet
30.0,-12.0,100.0,13.0,6.1,-0.8,NotYet
30.0,-12.0,100.0,13.2,6.1,-0.6,NotYet
30.0,-12.0,100.0,13.2,6.2,-0.4,NotYet
30.0,-12.0,30.0,13.3,6.1,-0.2,NotYet
30.0,-12.0,30.0,13.3,6.1,0.0,NotYet
30.0,-12.0,20.0,13.3,6.0,0.2,NotYet
30.0,-12.0,20.0,13.3,5.9,0.4,NotYet
30.0,-12.0,20.0,13.0,6.0,0.6,NotYet
30.0,-12.0,10.0,12.5,6.1,0.8,NotYet
30.0,-12.0,10.0,12.3,6.1,1.0,NotYet
30.0,-12.0,10.0,12.2,6.1,1.2,NotYet
30.0,-12.0,10.0,12.3,6.1,1.4,NotYet
30.0,-12.0,10.0,12.3,6.1,1.6,NotYet
30.0,-12.0,10.0,12.3,6.2,1.8,NotYet
30.0,-12.0,10.0,12.3,6.2,2.0,NotYet
30.0,-12.0,10.0,12.3,6.1,2.2,NotYet
30.0,-12.0,20.0,12.8,6.5,2.4,NotYet
30.0,-12.0,20.0,12.9,6.2,2.6,NotYet
30.0,-12.0,20.0,12.9,6.0,2.8,NotYet
30.0,-12.0,20.0,13.0,6.0,3.0,NotYet
30.0,-12.0,20.0,13.1,6.1,3.2,NotYet
30.0,-12.0,10.0,12.5,6.1,3.4,NotYet
30.0,-12.0,20.0,12.7,6.1,3.6,NotYet
30.0,-12.0,20.0,12.8,6.0,3.8,NotYet
30.0,-12.0,20.0,12.8,5.9,4.0,NotYet
30.0,-10.0,100.0,12.8,6.0,-1.0,NotYet
30.0,-10.0,100.0,13.0,6.0,-0.8,NotYet
30.0,-10.0,100.0,13.1,6.0,-0.6,NotYet
30.0,-10.0,30.0,13.1,6.1,-0.4,NotYet
30.0,-10.0,30.0,13.1,6.1,-0.2,NotYet
30.0,-10.0,30.0,13.2,6.0,0.0,NotYet
30.0,-10.0,20.0,13.1,6.1,0.2,NotYet
30.0,-10.0,20.0,12.9,6.3,0.4,NotYet
30.0,-10.0,10.0,12.2,6.1,0.6,NotYet
30.0,-10.0,10.0,12.0,6.1,0.8,NotYet
30.0,-10.0,10.0,11.8,6.1,1.0,NotYet
30.0,-10.0,10.0,11.8,6.1,1.2,NotYet
30.0,-10.0,10.0,11.9,6.1,1.4,NotYet
30.0,-10.0,10.0,11.9,6.2,1.6,NotYet
30.0,-10.0,10.0,11.9,6.3,1.8,NotYet
30.0,-10.0,10.0,11.9,6.3,2.0,NotYet
30.0,-10.0,10.0,11.9,6.2,2.2,NotYet
30.0,-10.0,10.0,11.9,6.1,2.4,NotYet
30.0,-10.0,20.0,12.5,6.3,2.6,NotYet
30.0,-10.0,20.0,12.6,6.2,2.8,NotYet
30.0,-10.0,10.0,12.0,6.0,3.0,NotYet
30.0,-10.0,20.0,12.2,6.2,3.2,NotYet
30.0,-10.0,10.0,12.3,6.2,3.4,NotYet
30.0,-10.0,10.0,12.4,6.2,3.6,NotYet
30.0,-10.0,10.0,12.4,3.8,3.8,NotYet
30.0,-10.0,10.0,12.4,3.8,4.0,NotYet
30.0,-8.0,110.0,12.1,5.9,-1.2,NotYet
30.0,-8.0,100.0,12.3,6.0,-1.0,NotYet
30.0,-8.0,100.0,12.5,6.0,-0.8,NotYet
30.0,-8.0,100.0,12.6,6.0,-0.6,NotYet
30.0,-8.0,30.0,12.6,6.1,-0.4,NotYet
30.0,-8.0,30.0,12.7,6.0,-0.2,NotYet
30.0,-8.0,20.0,12.6,6.1,0.0,NotYet
30.0,-8.0,20.0,12.5,6.2,0.2,NotYet
30.0,-8.0,20.0,12.3,6.4,0.4,NotYet
30.0,-8.0,20.0,12.1,6.5,0.6,NotYet
30.0,-8.0,10.0,11.4,6.2,0.8,NotYet
30.0,-8.0,10.0,11.4,6.2,1.0,NotYet
30.0,-8.0,10.0,11.4,6.2,1.2,NotYet
30.0,-8.0,10.0,11.4,6.3,1.4,NotYet
30.0,-8.0,10.0,11.4,6.4,1.6,NotYet
30.0,-8.0,60.0,12.0,8.3,1.8,NotYet
30.0,-8.0,70.0,12.0,8.3,2.0,NotYet
30.0,-8.0,60.0,12.0,8.1,2.2,NotYet
30.0,-8.0,10.0,11.5,6.1,2.4,NotYet
30.0,-8.0,10.0,11.6,6.0,2.6,NotYet
30.0,-8.0,10.0,11.7,6.0,2.8,NotYet
30.0,-8.0,10.0,11.8,6.2,3.0,NotYet
30.0,-8.0,10.0,11.9,6.3,3.2,NotYet
30.0,-8.0,10.0,12.0,4.7,3.4,NotYet
30.0,-8.0,10.0,12.2,5.1,3.6,NotYet
30.0,-8.0,0.0,12.1,3.9,3.8,NotYet
30.0,-8.0,10.0,12.1,4.0,4.0,NotYet
30.0,-6.0,100.0,12.9,5.9,-1.2,NotYet
30.0,-6.0,100.0,13.1,6.0,-1.0,NotYet
30.0,-6.0,100.0,13.2,6.0,-0.8,NotYet
30.0,-6.0,40.0,13.3,6.0,-0.6,NotYet
30.0,-6.0,30.0,13.3,6.1,-0.4,NotYet
30.0,-6.0,30.0,13.2,6.4,-0.2,NotYet
30.0,-6.0,30.0,13.0,6.7,0.0,NotYet
30.0,-6.0,30.0,12.7,7.0,0.2,NotYet
30.0,-6.0,30.0,12.5,7.1,0.4,NotYet
30.0,-6.0,70.0,12.3,8.2,0.6,NotYet
30.0,-6.0,70.0,12.0,8.2,0.8,NotYet
30.0,-6.0,70.0,11.8,8.2,1.0,NotYet
30.0,-6.0,70.0,11.6,8.3,1.2,NotYet
30.0,-6.0,70.0,11.6,8.4,1.4,NotYet
30.0,-6.0,60.0,11.6,8.4,1.6,NotYet
30.0,-6.0,70.0,11.6,8.4,1.8,NotYet
30.0,-6.0,60.0,11.7,8.3,2.0,NotYet
30.0,-6.0,60.0,11.6,8.1,2.2,NotYet
30.0,-6.0,60.0,11.6,8.0,2.4,NotYet
30.0,-6.0,10.0,11.2,6.1,2.6,NotYet
30.0,-6.0,10.0,11.3,6.3,2.8,NotYet
30.0,-6.0,10.0,11.5,4.5,3.0,NotYet
30.0,-6.0,10.0,11.6,4.3,3.2,NotYet
30.0,-6.0,10.0,11.7,5.1,3.4,NotYet
30.0,-6.0,60.0,11.8,8.3,3.6,NotYet
30.0,-6.0,0.0,11.7,4.1,3.8,NotYet
30.0,-6.0,10.0,11.7,4.1,4.0,NotYet
30.0,-4.0,100.0,12.3,5.8,-1.4,NotYet
30.0,-4.0,100.0,12.5,5.9,-1.2,NotYet
30.0,-4.0,100.0,12.7,5.9,-1.0,NotYet
30.0,-4.0,100.0,12.8,6.0,-0.8,NotYet
30.0,-4.0,30.0,12.8,6.0,-0.6,NotYet
30.0,-4.0,30.0,12.8,6.1,-0.4,NotYet
30.0,-4.0,30.0,12.6,6.6,-0.2,NotYet
30.0,-4.0,30.0,12.3,6.9,0.0,NotYet
30.0,-4.0,50.0,12.4,7.7,0.2,NotYet
30.0,-4.0,80.0,11.6,8.4,0.4,NotYet
30.0,-4.0,0.0,11.2,4.5,3.0,NotYet
30.0,-4.0,10.0,11.3,5.2,3.2,NotYet
30.0,-4.0,10.0,11.4,5.6,3.4,NotYet
30.0,-4.0,60.0,11.5,8.5,3.6,NotYet
30.0,-4.0,0.0,11.3,4.2,3.8,NotYet
30.0,-2.0,100.0,11.3,5.7,-1.8,NotYet
30.0,-2.0,100.0,11.6,5.8,-1.6,NotYet
30.0,-2.0,100.0,12.8,5.8,-1.4,NotYet
30.0,-2.0,100.0,13.0,5.9,-1.2,NotYet
30.0,-2.0,100.0,13.4,6.2,-1.0,NotYet
30.0,-2.0,80.0,13.3,6.4,-0.8,NotYet
30.0,-2.0,50.0,13.0,7.1,-0.6,NotYet
30.0,-2.0,60.0,12.6,7.7,-0.4,NotYet
30.0,-2.0,80.0,12.0,8.1,-0.2,NotYet
30.0,-2.0,100.0,10.7,9.0,0.0,NotYet
30.0,-2.0,80.0,10.9,8.7,0.2,NotYet
30.0,-2.0,0.0,10.8,4.6,3.0,NotYet
30.0,-2.0,10.0,11.0,5.6,3.2,NotYet
30.0,-2.0,60.0,11.2,8.7,3.4,NotYet
30.0,0.0,90.0,10.9,5.6,-2.2,NotYet
30.0,0.0,90.0,11.1,5.6,-2.0,NotYet
30.0,0.0,90.0,11.2,5.7,-1.8,NotYet
30.0,0.0,100.0,12.4,5.7,-1.6,NotYet
30.0,0.0,100.0,12.9,5.9,-1.4,NotYet
30.0,0.0,100.0,13.0,6.1,-1.2,NotYet
30.0,0.0,100.0,13.0,6.3,-1.0,NotYet
30.0,0.0,50.0,12.9,6.6,-0.8,NotYet
30.0,0.0,60.0,12.3,7.5,-0.6,NotYet
30.0,0.0,110.0,9.9,9.3,-0.4,NotYet
30.0,0.0,100.0,10.1,9.1,-0.2,NotYet
30.0,0.0,90.0,10.3,8.8,0.0,NotYet
30.0,0.0,80.0,10.5,8.5,0.2,NotYet
30.0,0.0,0.0,10.0,6.8,3.2,NotYet
30.0,0.0,0.0,9.8,6.7,3.4,NotYet
30.0,0.0,0.0,10.7,4.5,3.6,NotYet
30.0,2.0,30.0,10.8,5.6,-2.6,NotYet
30.0,2.0,80.0,11.1,5.5,-2.4,NotYet
30.0,2.0,80.0,11.3,5.5,-2.2,NotYet
30.0,2.0,90.0,11.3,5.6,-2.0,NotYet
30.0,2.0,90.0,11.9,5.6,-1.8,NotYet
30.0,2.0,100.0,12.9,5.7,-1.6,NotYet
30.0,2.0,100.0,13.1,5.9,-1.4,NotYet
30.0,2.0,100.0,13.1,6.1,-1.2,NotYet
30.0,2.0,80.0,13.0,6.4,-1.0,NotYet
30.0,2.0,70.0,12.0,7.3,-0.8,NotYet
30.0,2.0,70.0,9.3,9.4,-0.6,NotYet
30.0,2.0,70.0,9.6,9.1,-0.4,NotYet
30.0,2.0,80.0,9.8,8.9,-0.2,NotYet
30.0,2.0,80.0,10.0,8.6,0.0,NotYet
30.0,2.0,70.0,10.0,8.4,0.2,NotYet
30.0,2.0,70.0,10.0,8.2,0.4,NotYet
30.0,2.0,60.0,9.9,8.3,0.6,NotYet
30.0,2.0,70.0,9.9,8.5,0.8,NotYet
30.0,2.0,70.0,10.0,8.6,1.0,NotYet
30.0,2.0,70.0,10.0,8.7,1.2,NotYet
30.0,2.0,60.0,10.1,8.6,1.4,NotYet
30.0,2.0,60.0,10.1,8.6,1.6,NotYet
30.0,4.0,90.0,11.7,5.4,-2.8,NotYet
30.0,4.0,90.0,11.8,5.4,-2.6,NotYet
30.0,4.0,90.0,12.0,5.4,-2.4,NotYet
30.0,4.0,90.0,11.7,5.4,-2.2,NotYet
30.0,4.0,90.0,12.2,5.4,-2.0,NotYet
30.0,4.0,100.0,13.0,5.6,-1.8,NotYet
30.0,4.0,100.0,13.3,5.8,-1.6,NotYet
30.0,4.0,90.0,12.0,6.8,-1.4,NotYet
30.0,4.0,80.0,11.1,7.6,-1.2,NotYet
30.0,4.0,60.0,8.4,9.8,-1.0,NotYet
30.0,4.0,60.0,8.8,9.5,-0.8,NotYet
30.0,4.0,60.0,9.1,9.3,-0.6,NotYet
30.0,4.0,60.0,9.4,9.0,-0.4,NotYet
30.0,4.0,60.0,9.6,8.7,-0.2,NotYet
30.0,4.0,60.0,9.7,8.4,0.0,NotYet
30.0,4.0,60.0,9.7,8.3,0.2,NotYet
30.0,4.0,60.0,9.6,8.3,0.4,NotYet
30.0,4.0,60.0,9.6,8.5,0.6,NotYet
30.0,4.0,60.0,9.6,8.6,0.8,NotYet
30.0,4.0,70.0,9.6,8.7,1.0,NotYet
30.0,4.0,60.0,9.7,8.7,1.2,NotYet
30.0,4.0,50.0,10.0,8.4,1.4,NotYet
30.0,4.0,50.0,10.1,8.3,1.6,NotYet
30.0,4.0,50.0,10.1,8.2,1.8,NotYet
30.0,4.0,50.0,10.2,8.2,2.0,NotYet
30.0,4.0,0.0,9.4,7.1,3.0,NotYet
30.0,4.0,0.0,9.5,7.0,3.2,NotYet
30.0,4.0,0.0,9.5,6.9,3.4,NotYet
30.0,4.0,0.0,9.6,6.8,3.6,NotYet
30.0,6.0,110.0,12.3,5.1,-3.0,NotYet
30.0,6.0,90.0,12.1,5.3,-2.8,NotYet
30.0,6.0,90.0,12.2,5.3,-2.6,NotYet
30.0,6.0,90.0,12.3,5.3,-2.4,NotYet
30.0,6.0,100.0,12.6,5.4,-2.2,NotYet
30.0,6.0,100.0,13.4,5.4,-2.0,NotYet
30.0,6.0,100.0,13.6,5.5,-1.8,NotYet
30.0,6.0,100.0,13.7,5.6,-1.6,NotYet
30.0,6.0,70.0,10.7,7.6,-1.4,NotYet
30.0,6.0,70.0,10.7,7.7,-1.2,NotYet
30.0,6.0,60.0,8.2,9.8,-1.0,NotYet
30.0,6.0,60.0,8.6,9.6,-0.8,NotYet
30.0,6.0,60.0,10.9,7.7,-0.6,NotYet
30.0,6.0,60.0,10.7,7.8,-0.4,NotYet
30.0,6.0,60.0,9.8,8.4,-0.2,NotYet
30.0,6.0,60.0,9.7,8.4,0.0,NotYet
30.0,6.0,60.0,9.6,8.4,0.2,NotYet
30.0,6.0,60.0,9.4,8.5,0.4,NotYet
30.0,6.0,60.0,9.4,8.7,0.6,NotYet
30.0,6.0,60.0,9.4,8.7,0.8,NotYet
30.0,6.0,60.0,9.4,8.8,1.0,NotYet
30.0,6.0,50.0,9.7,8.5,1.2,NotYet
30.0,6.0,50.0,9.7,8.4,1.4,NotYet
30.0,6.0,50.0,9.8,8.3,1.6,NotYet
30.0,6.0,40.0,9.9,7.9,1.8,NotYet
30.0,6.0,10.0,11.2,6.5,2.0,NotYet
30.0,6.0,10.0,11.3,6.6,2.2,NotYet
30.0,6.0,10.0,10.4,6.9,2.4,NotYet
30.0,6.0,10.0,9.7,7.2,2.6,NotYet
30.0,6.0,10.0,9.6,7.2,2.8,NotYet
30.0,6.0,0.0,9.6,7.2,3.0,NotYet
30.0,6.0,0.0,9.7,7.1,3.2,NotYet
30.0,6.0,0.0,9.7,7.0,3.4,NotYet
30.0,6.0,0.0,9.7,7.0,3.6,NotYet
30.0,6.0,0.0,9.7,6.9,3.8,NotYet
30.0,6.0,0.0,9.7,6.9,4.0,NotYet
30.0,8.0,110.0,5.9,10.0,-3.2,NotYet
30.0,8.0,90.0,12.3,5.1,-3.0,NotYet
30.0,8.0,90.0,12.5,5.1,-2.8,NotYet
30.0,8.0,90.0,12.8,5.1,-2.6,NotYet
30.0,8.0,100.0,12.9,5.2,-2.4,NotYet
30.0,8.0,100.0,13.7,5.2,-2.2,NotYet
30.0,8.0,100.0,13.9,5.4,-2.0,NotYet
30.0,8.0,100.0,14.1,5.5,-1.8,NotYet
30.0,8.0,100.0,14.2,5.6,-1.6,NotYet
30.0,8.0,60.0,11.0,7.4,-1.4,NotYet
30.0,8.0,60.0,10.9,7.5,-1.2,NotYet
30.0,8.0,60.0,10.7,7.8,-1.0,NotYet
30.0,8.0,60.0,11.3,7.6,-0.8,NotYet
30.0,8.0,60.0,11.2,7.7,-0.6,NotYet
30.0,8.0,60.0,11.0,7.8,-0.4,NotYet
30.0,8.0,60.0,8.9,9.4,-0.2,NotYet
30.0,8.0,60.0,9.2,9.1,0.0,NotYet
30.0,8.0,60.0,9.3,8.9,0.2,NotYet
30.0,8.0,60.0,9.3,8.8,0.4,NotYet
30.0,8.0,60.0,9.2,8.9,0.6,NotYet
30.0,8.0,60.0,9.2,8.9,0.8,NotYet
30.0,8.0,60.0,9.5,8.7,1.0,NotYet
30.0,8.0,50.0,9.6,8.6,1.2,NotYet
30.0,8.0,50.0,9.9,8.4,1.4,NotYet
30.0,8.0,40.0,9.9,8.1,1.6,NotYet
30.0,8.0,0.0,12.6,6.4,1.8,NotYet
30.0,8.0,0.0,12.2,6.5,2.0,NotYet
30.0,8.0,20.0,9.1,8.9,2.2,NotYet
30.0,8.0,10.0,10.3,7.2,2.4,NotYet
30.0,8.0,10.0,9.9,7.3,2.6,NotYet
30.0,8.0,0.0,9.9,7.3,2.8,NotYet
30.0,8.0,0.0,9.9,7.3,3.0,NotYet
30.0,8.0,0.0,10.0,7.2,3.2,NotYet
30.0,8.0,0.0,10.0,7.2,3.4,NotYet
30.0,8.0,0.0,10.0,7.1,3.6,NotYet
30.0,8.0,0.0,10.0,7.1,3.8,NotYet
30.0,8.0,0.0,10.0,7.1,4.0,NotYet
30.0,10.0,70.0,5.9,10.0,-3.2,NotYet
30.0,10.0,70.0,5.9,10.0,-3.0,NotYet
30.0,10.0,90.0,13.0,5.0,-2.8,NotYet
30.0,10.0,90.0,13.1,5.1,-2.6,NotYet
30.0,10.0,100.0,13.3,5.2,-2.4,NotYet
30.0,10.0,100.0,14.2,5.2,-2.2,NotYet
30.0,10.0,100.0,14.4,5.3,-2.0,NotYet
30.0,10.0,100.0,14.5,5.5,-1.8,NotYet
30.0,10.0,100.0,14.6,5.6,-1.6,NotYet
30.0,10.0,60.0,11.2,7.4,-1.4,NotYet
30.0,10.0,60.0,11.2,7.5,-1.2,NotYet
30.0,10.0,60.0,11.9,7.4,-1.0,NotYet
30.0,10.0,60.0,11.7,7.6,-0.8,NotYet
30.0,10.0,50.0,11.6,7.7,-0.6,NotYet
30.0,10.0,40.0,12.9,7.2,-0.4,NotYet
30.0,10.0,60.0,8.7,9.7,-0.2,NotYet
30.0,10.0,60.0,8.8,9.6,0.0,NotYet
30.0,10.0,60.0,9.0,9.4,0.2,NotYet
30.0,10.0,60.0,9.1,9.3,0.4,NotYet
30.0,10.0,60.0,9.2,9.2,0.6,NotYet
30.0,10.0,30.0,12.7,7.7,0.8,NotYet
30.0,10.0,30.0,12.3,7.9,1.0,NotYet
30.0,10.0,60.0,9.2,9.4,1.2,NotYet
30.0,10.0,50.0,9.7,8.7,1.4,NotYet
30.0,10.0,0.0,13.3,6.5,1.6,NotYet
30.0,10.0,70.0,8.9,9.9,1.8,NotYet
30.0,10.0,60.0,9.2,9.4,2.0,NotYet
30.0,10.0,30.0,9.6,8.6,2.2,NotYet
30.0,10.0,10.0,10.5,7.3,2.4,NotYet
30.0,10.0,0.0,10.3,7.4,2.6,NotYet
30.0,10.0,0.0,10.3,7.4,2.8,NotYet
30.0,10.0,0.0,10.3,7.4,3.0,NotYet
30.0,10.0,0.0,10.3,7.4,3.2,NotYet
30.0,10.0,0.0,10.3,7.3,3.4,NotYet
30.0,10.0,0.0,10.3,7.3,3.6,NotYet
30.0,10.0,0.0,10.3,7.3,3.8,NotYet
30.0,10.0,0.0,10.3,7.3,4.0,NotYet
