X,Y,Z,R
0.0,-0.4333313913389437,-4.454922948315657,1.2
-1.6068315974553058e-06,-0.8827299694663265,-5.918398321953145,1.7
-5.029419682419101e-06,-2.4065217158573877,-6.081415104419799,1.7
-1.0772954484890795e-05,-2.8684651567181683,-7.541918566299874,1.7
1.8160498983741515e-05,-4.39187240053276,-7.703743610057828,1.7
1.3159895477592289e-05,-4.853576560204142,-9.164460134605038,1.7
4.559242192483621e-06,-6.376983809578685,-9.326284501932207,1.7
1.2355067392703872e-05,-6.838923864128122,-10.786790258836218,1.7
-8.958955971053808e-06,-8.362713780550205,-10.949816699386618,1.7
-6.018496690035622e-06,-8.812102096202661,-12.413295130749681,1.7
0.8819710515588117,-0.463809739372532,-6.435419175855567,1.2
-0.8819730310399476,-0.46380487626769895,-6.435418445609293,1.2
0.8825748945995594,-2.827797101475836,-5.564751408444821,1.2
-0.8825861811398618,-2.827792404148633,-5.564747463147674,1.2
0.8826052357572943,-2.4468497085185748,-8.057945001885297,1.2
-0.8826521394933641,-2.4468850474016683,-8.057926965522316,1.2
0.8826220426442323,-4.813556166411259,-7.187827086965764,1.2
-0.8825632417838395,-4.813591216810659,-7.187812059582563,1.2
0.8826103219000457,-4.431881567559476,-9.68038396013711,1.2
-0.88257529565553,-4.43187012928541,-9.680384590934382,1.2
0.8826265165312824,-6.798588982985817,-8.810262097478644,1.2
-0.8826315454824979,-6.79857549481878,-8.810274654945466,1.2
0.882603538132598,-6.417660430145106,-11.303445224381772,1.2
-0.8825580809920435,-6.41763406222401,-11.303462439623427,1.2
0.8819538546543263,-8.781654241606796,-10.432793465630505,1.2
-0.8819900643226241,-8.781628168935766,-10.4328059150635,1.2
0.8883111956202938,-8.43352905159703,-12.944623394694421,1.2
2.0526422319627e-05,-9.909305894597953,-12.50216831644988,1.2
-0.8883485988565072,-8.433573279481873,-12.944613489646407,1.2
