theta,A2,a,b,z,phi1,phi2,status
30.0,-2.0,10.4,5.7,-2.2,30.0,30.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,40.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,50.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,60.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,70.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,80.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,90.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,100.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,110.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,120.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,130.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,140.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,150.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,160.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,170.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,180.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,190.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,200.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,210.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,220.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,230.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,240.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,250.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,260.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,270.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,280.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,290.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,300.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,310.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,320.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,330.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,340.0,NotYet
30.0,-2.0,10.4,5.7,-2.2,30.0,350.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,0.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,10.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,20.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,30.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,40.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,50.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,60.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,70.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,80.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,90.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,100.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,110.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,120.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,130.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,140.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,150.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,160.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,170.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,180.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,190.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,200.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,210.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,220.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,230.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,240.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,250.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,260.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,270.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,280.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,290.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,300.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,310.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,320.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,330.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,340.0,NotYet
30.0,-2.0,10.7,5.7,-2.0,30.0,350.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,0.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,10.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,20.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,30.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,40.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,50.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,60.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,70.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,80.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,90.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,100.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,110.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,120.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,130.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,140.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,150.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,160.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,170.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,180.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,190.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,200.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,210.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,220.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,230.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,240.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,250.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,260.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,270.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,280.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,290.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,300.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,310.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,320.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,330.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,340.0,NotYet
30.0,-2.0,8.9,7.5,0.4,60.0,350.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,0.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,10.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,20.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,30.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,40.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,50.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,60.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,70.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,80.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,90.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,100.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,110.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,120.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,130.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,140.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,150.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,160.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,170.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,180.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,190.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,200.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,210.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,220.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,230.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,240.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,250.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,260.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,270.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,280.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,290.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,300.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,310.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,320.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,330.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,340.0,NotYet
30.0,-2.0,8.9,7.3,0.6,60.0,350.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,0.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,10.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,20.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,30.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,40.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,50.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,60.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,70.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,80.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,90.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,100.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,110.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,120.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,130.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,140.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,150.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,160.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,170.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,180.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,190.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,200.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,210.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,220.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,230.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,240.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,250.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,260.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,270.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,280.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,290.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,300.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,310.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,320.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,330.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,340.0,NotYet
30.0,-2.0,9.0,7.1,0.8,60.0,350.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,0.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,10.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,20.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,30.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,40.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,50.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,60.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,70.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,80.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,90.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,100.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,110.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,120.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,130.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,140.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,150.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,160.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,170.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,180.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,190.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,200.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,210.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,220.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,230.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,240.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,250.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,260.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,270.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,280.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,290.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,300.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,310.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,320.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,330.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,340.0,NotYet
30.0,-2.0,9.6,7.0,3.6,60.0,350.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,0.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,10.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,20.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,30.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,40.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,50.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,60.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,70.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,80.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,90.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,100.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,110.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,120.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,130.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,140.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,150.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,160.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,170.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,180.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,190.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,200.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,210.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,220.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,230.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,240.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,250.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,260.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,270.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,280.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,290.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,300.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,310.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,320.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,330.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,340.0,NotYet
30.0,-2.0,9.5,6.9,3.8,60.0,350.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,0.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,10.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,20.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,30.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,40.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,50.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,60.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,70.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,80.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,90.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,100.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,110.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,120.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,130.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,140.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,150.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,160.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,170.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,180.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,190.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,200.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,210.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,220.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,230.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,240.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,250.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,260.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,270.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,280.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,290.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,300.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,310.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,320.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,330.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,340.0,NotYet
30.0,-2.0,9.4,6.8,4.0,60.0,350.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,0.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,10.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,20.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,30.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,40.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,50.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,60.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,70.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,80.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,90.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,100.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,110.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,120.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,130.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,140.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,150.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,160.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,170.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,180.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,190.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,200.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,210.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,220.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,230.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,240.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,250.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,260.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,270.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,280.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,290.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,300.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,310.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,320.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,330.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,340.0,NotYet
30.0,0.0,10.1,5.3,-4.0,20.0,350.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,0.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,10.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,20.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,30.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,40.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,50.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,60.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,70.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,80.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,90.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,100.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,110.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,120.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,130.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,140.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,150.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,160.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,170.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,180.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,190.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,200.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,210.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,220.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,230.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,240.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,250.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,260.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,270.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,280.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,290.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,300.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,310.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,320.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,330.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,340.0,NotYet
30.0,0.0,6.1,9.3,-3.8,60.0,350.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,0.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,10.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,20.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,30.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,40.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,50.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,60.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,70.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,80.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,90.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,100.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,110.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,120.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,130.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,140.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,150.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,160.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,170.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,180.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,190.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,200.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,210.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,220.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,230.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,240.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,250.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,260.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,270.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,280.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,290.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,300.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,310.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,320.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,330.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,340.0,NotYet
30.0,0.0,6.2,9.3,-3.6,60.0,350.0,NotYet
30.0,0.0,9.5,5.7,-3.4,30.0,0.0,NotYet
30.0,0.0,9.5,5.7,-3.4,30.0,10.0,NotYet
30.0,0.0,9.5,5.7,-3.4,30.0,20.0,NotYet
30.0,0.0,9.5,5.7,-3.4,30.0,30.0,NotYet
30.0,0.0,9.5,5.7,-3.4,30.0,40.0,NotYet
30.0,0.0,9.5,5.7,-3.4,30.0,50.0,NotYet
30.0,0.0,9.5,5.7,-3.4,30.0,60.0,NotYet
30.0,0.0,9.5,5.7,-3.4,30.0,70.0,NotYet
30.0,0.0,9.5,5.7,-3.4,30.0,80.0,NotYet
30.0,0.0,9.5,5.7,-3.4,30.0,90.0,NotYet
30.0,0.0,9.5,5.7,-3.4,30.0,100.0,NotYet
30.0,0.0,9.5,5.7,-3.4,30.0,110.0,NotYet
30.0,0.0,9.5,5.7,-3.4,30.0,120.0,NotYet
30.0,0.0,9.5,5.7,-3.4,30.0,130.0,NotYet
30.0,0.0,9.5,5.7,-3.4,30.0,140.0,NotYet
30.0,0.0,9.5,5.7,-3.4,30.0,150.0,NotYet
